SUMS_ID,Galaxy,RA,Dec,Ranking,UVW2,UVW2_err,UVM2,UVM2_err,UVW1,UVW1_err,U,U_err,B,B_err,V,V_err,I,I_err,UVW2_std,UVM2_std,UVW1_std,UVW2_flux_frac,UVM2_flux_frac,UVW1_flux_frac,UVW2_resid_frac,UVM2_resid_frac,UVW1_resid_frac,UVW2_dist_moved,UVM2_dist_moved,UVW1_dist_moved,UVW2_dist_neighbor,UVM2_dist_neighbor,UVW1_dist_neighbor,UVW2_n5,UVM2_n5,UVW1_n5,UVW2_n2p5,UVM2_n2p5,UVW1_n2p5,UVW2_nobs,UVM2_nobs,UVW1_nobs,Gaia_chi2
SUMS_c749e,SMC,16.266735,-71.98616,B-G,19.45,0.09,19.47,0.16,19.14,0.11,,,19.2175260924053,0.099,19.57829879298842,0.068,20.147399283711124,0.121,0.16,0.14,0.0,0.19,0.17,0.22,0.18,0.25,0.18,0.02,0.01,0.01,3.25,3.25,3.23,5.0,5.0,5.0,0,0,0,4.0,2.0,3.0,0.4
SUMS_c75d9,SMC,16.276889999999998,-71.98366999999998,B-G,18.79,0.05,18.89,0.09,18.92,0.08,18.431063684656458,0.1969999999999999,19.093526092405305,0.076,19.03829879298842,0.125,19.784399283711124,0.181,0.13,0.02,0.25,0.13,0.11,0.11,0.12,0.18,0.18,0.04,0.02,0.04,2.93,2.97,2.86,4.0,4.0,4.0,0,0,0,4.0,4.0,3.0,0.4
SUMS_c76a2,SMC,16.283535,-71.98971999999998,B-E,17.1,0.03,17.14,0.03,17.18,0.04,17.570063684656457,0.042,17.5525260924053,0.0289999999999999,17.838298792988425,0.033,18.549399283711125,0.043,0.03,0.01,0.01,0.83,0.82,0.82,0.1,0.16,0.14,0.17,0.15,0.13,2.59,2.56,2.55,3.0,3.0,3.0,0,0,0,4.0,4.0,3.0,1.3
SUMS_c7894,SMC,16.30065,-72.00188,B-E,18.02,0.04,17.98,0.05,18.08,0.05,18.263063684656455,0.04,18.2385260924053,0.035,18.518298792988418,0.045,19.239399283711126,0.081,0.04,0.11,0.02,0.53,0.53,0.53,0.2,0.25,0.17,0.06,0.03,0.03,4.87,4.86,4.85,1.0,1.0,1.0,0,0,0,4.0,3.0,3.0,0.9
SUMS_c79cd,SMC,16.312079999999998,-71.98011,VB-E,19.74,0.15,,,19.11,0.16,19.999063684656456,0.093,19.5515260924053,0.0409999999999999,19.91829879298842,0.0559999999999999,20.478399283711124,0.118,0.01,,,0.63,,0.21,0.07,,0.3,0.06,,0.03,4.59,,3.93,1.0,,2.0,0,0,0,3.0,,1.0,3.6
SUMS_c7b03,SMC,16.32309,-71.99931,B-E,18.61,0.05,18.48,0.08,18.55,0.06,19.078063684656456,0.0559999999999999,18.797526092405302,0.051,19.09729879298842,0.052,19.548399283711124,0.085,0.07,0.04,0.05,0.38,0.41,0.42,0.16,0.27,0.18,0.04,0.03,0.04,3.35,3.35,3.36,2.0,2.0,2.0,0,0,0,4.0,2.0,3.0,0.3
SUMS_c7b3b,SMC,16.32531,-71.99868000000002,VB-G,18.94,0.09,,,19.3,0.14,20.142063684656456,0.098,19.5365260924053,0.153,19.74029879298842,0.062,20.045399283711124,0.1369999999999999,0.01,,0.08,0.23,,0.17,0.27,,0.27,0.02,,0.02,3.35,,3.38,2.0,,2.0,0,0,0,2.0,,2.0,38.8
SUMS_c7b55,SMC,16.32621,-72.45470999999998,B-E,18.89,0.04,18.95,0.07,19.01,0.05,18.911063684656455,0.046,18.8725260924053,0.057,19.07229879298842,0.045,19.79139928371113,0.061,0.04,0.07,0.16,0.91,0.9,0.89,0.17,0.24,0.17,0.06,0.06,0.07,5.25,5.23,5.24,,,,0,0,0,7.0,4.0,6.0,1.9
SUMS_c7b7b,SMC,16.327665,-72.11072,B-G,15.48,0.02,15.5,0.02,15.63,0.02,16.031063684656456,0.0579999999999999,16.0505260924053,0.0279999999999999,17.07129879298842,0.088,17.140399283711126,0.035,0.02,0.01,0.02,0.98,0.98,0.97,0.03,0.04,0.05,0.38,0.35,0.29,3.81,3.9,3.89,2.0,2.0,2.0,0,0,0,6.0,6.0,6.0,0.2
SUMS_c7c1e,SMC,16.33287,-71.98629,B-E,18.53,0.05,18.57,0.11,18.55,0.07,18.918063684656456,0.06,18.7095260924053,0.0559999999999999,19.11929879298842,0.076,19.62539928371113,0.062,0.02,,0.0,0.99,0.99,0.99,0.2,0.26,0.23,0.05,0.01,0.03,7.1,7.15,7.12,,,,0,0,0,3.0,1.0,3.0,3.3
SUMS_c7c72,SMC,16.336095,-72.38104,B-E,18.47,0.06,18.48,0.1,18.64,0.06,18.700063684656456,0.0579999999999999,18.6105260924053,0.0289999999999999,18.85029879298842,0.039,19.522399283711124,0.06,0.06,,0.07,0.82,0.83,0.79,0.22,0.19,0.25,0.05,0.04,0.04,2.11,2.13,2.11,1.0,1.0,1.0,1,1,1,2.0,1.0,3.0,1.0
SUMS_c7f9e,SMC,16.366275,-72.29485,B-E,19.24,0.13,,,19.18,0.11,19.429063684656455,0.0579999999999999,19.230526092405302,0.06,19.34029879298842,0.091,19.932399283711124,0.098,,,0.0,1.0,,0.97,0.28,,0.25,0.04,,0.04,7.12,,2.19,,,1.0,0,0,1,1.0,,2.0,38.8
SUMS_c8563,SMC,16.435995000000002,-72.26148,B-E,15.21,0.02,15.25,0.02,15.41,0.03,15.75506368465646,0.031,16.048526092405304,0.032,16.37129879298842,0.03,17.189399283711126,0.034,0.0,0.01,0.0,1.0,1.0,1.0,0.02,0.02,0.04,0.2,0.19,0.2,5.29,5.24,5.26,,,,0,0,0,4.0,4.0,4.0,0.4
SUMS_c8668,SMC,16.449285,-72.24895,B-E,17.13,0.03,17.18,0.04,17.26,0.04,17.357063684656456,0.037,17.5175260924053,0.026,17.76329879298842,0.032,18.521399283711126,0.039,0.02,0.0,0.01,0.96,0.96,0.95,0.07,0.11,0.09,0.22,0.22,0.27,3.19,3.23,3.27,1.0,1.0,1.0,0,0,0,5.0,3.0,4.0,0.3
SUMS_c894e,SMC,16.485854999999997,-72.21163,B-E,19.48,0.16,19.39,0.17,19.6,0.19,19.737063684656455,0.061,19.4975260924053,0.053,19.60829879298842,0.043,20.10239928371113,0.084,,,0.2,0.9,0.84,0.82,0.26,0.26,0.26,0.02,0.01,0.01,6.64,5.91,5.9,,,,0,0,0,1.0,1.0,2.0,5.0
SUMS_c89ab,SMC,16.49175,-72.32481999999997,VB-G,19.36,0.13,,,19.31,0.12,20.265063684656457,0.128,19.7175260924053,0.0579999999999999,19.81829879298843,0.046,20.239399283711126,0.1,,,0.11,0.29,,0.28,0.22,,0.16,0.03,,0.04,3.17,,3.17,4.0,,4.0,0,0,0,1.0,,3.0,2.4
SUMS_c9786,SMC,16.67559,-72.04165,B-E,18.03,0.04,18.21,0.06,18.22,0.06,18.291063684656457,0.042,18.242526092405303,0.035,18.57029879298842,0.039,19.305399283711125,0.055,0.07,0.01,0.01,0.52,0.45,0.42,0.06,0.13,0.08,0.07,0.05,0.04,2.26,2.34,2.24,1.0,1.0,1.0,1,1,1,3.0,3.0,3.0,0.2
SUMS_c9cee,SMC,16.746180000000006,-72.21809,B-E,19.1,0.17,,,19.56,0.13,19.642063684656456,0.068,19.442526092405306,0.04,19.591298792988415,0.044,20.35539928371113,0.1009999999999999,,,,0.96,,0.95,0.29,,0.3,0.01,,0.04,6.64,,6.63,,,,0,0,0,1.0,,1.0,1.3
SUMS_c9de8,SMC,16.75902,-72.23836999999997,B-E,18.82,0.06,18.65,0.11,18.9,0.06,18.927063684656456,0.06,18.8885260924053,0.051,19.03929879298842,0.0409999999999999,19.725399283711127,0.065,0.07,,0.09,0.91,0.98,0.89,0.18,0.27,0.24,0.04,0.03,0.03,2.95,5.86,2.93,1.0,,1.0,0,0,0,2.0,1.0,4.0,2.6
SUMS_c9e15,SMC,16.760939999999998,-72.22444,B-E,19.02,0.11,19.38,,18.93,0.07,19.326063684656457,0.059,19.1135260924053,0.035,19.30229879298842,0.052,19.880399283711125,0.065,0.11,,0.14,0.45,0.4,0.43,0.26,0.19,0.19,0.02,0.01,0.02,3.38,3.35,3.37,1.0,1.0,1.0,0,0,0,2.0,1.0,5.0,0.4
SUMS_ca05c,SMC,16.790564999999994,-72.09894,B-E,19.35,0.05,19.52,0.16,19.4,0.05,19.482063684656456,0.086,19.224526092405306,0.036,19.60529879298842,0.062,20.00039928371113,0.068,0.1,,0.1,0.57,0.51,0.55,0.21,0.29,0.21,0.02,0.02,0.03,4.18,4.18,4.14,1.0,1.0,1.0,0,0,0,6.0,1.0,8.0,3.0
SUMS_ca1e9,SMC,16.813574999999997,-71.99998000000002,B-E,16.51,0.03,16.49,0.03,16.54,0.03,16.982063684656456,0.057,17.108526092405302,0.031,17.40029879298842,0.035,18.188399283711124,0.037,0.04,0.04,0.08,0.63,0.66,0.66,0.03,0.05,0.04,0.16,0.17,0.19,1.81,1.81,1.81,2.0,2.0,2.0,1,1,1,3.0,3.0,3.0,0.6
SUMS_ca1f0,SMC,16.813785,-72.22411,VB-G,19.57,0.07,19.2,0.09,19.26,0.07,19.272063684656455,0.11,20.102526092405306,0.1119999999999999,19.82629879298842,0.1889999999999999,,,0.28,0.14,0.2,0.32,0.39,0.38,0.19,0.17,0.11,0.03,0.03,0.01,1.23,1.25,1.23,3.0,3.0,3.0,1,1,1,5.0,2.0,6.0,0.3
SUMS_ca5fb,SMC,16.876665,-72.15994,B-E,17.53,0.02,17.61,0.03,17.65,0.02,17.759063684656457,0.051,17.8395260924053,0.026,18.09229879298842,0.032,18.836399283711124,0.0409999999999999,0.05,0.09,0.05,0.94,0.94,0.93,0.04,0.09,0.07,0.08,0.07,0.06,2.94,2.97,2.94,2.0,2.0,2.0,0,0,0,8.0,8.0,8.0,0.8
SUMS_ca7cf,SMC,16.906979999999997,-72.02855,B-E,16.39,0.03,16.5,0.04,16.56,0.03,16.827063684656455,0.03,16.9565260924053,0.025,17.29429879298842,0.03,18.07639928371113,0.044,0.0,0.0,0.01,1.0,1.0,1.0,0.04,0.07,0.05,0.21,0.18,0.23,10.16,10.33,10.27,,,,0,0,0,3.0,3.0,3.0,0.2
SUMS_caa07,SMC,16.943939999999998,-72.20793,B-E,16.79,0.02,16.83,0.02,16.93,0.03,17.001063684656454,0.034,17.3945260924053,0.064,17.55829879298842,0.063,18.220399283711124,0.085,0.03,0.05,0.03,0.65,0.64,0.64,0.02,0.05,0.04,0.09,0.1,0.1,1.33,1.31,1.31,3.0,3.0,3.0,1,1,1,6.0,6.0,6.0,1.6
SUMS_caa47,SMC,16.94742,-72.26414,B-E,16.08,0.02,16.17,0.02,16.25,0.02,16.559063684656458,0.035,16.7525260924053,0.024,17.082298792988418,0.042,17.834399283711125,0.075,0.03,0.01,0.02,0.99,0.99,0.99,0.03,0.05,0.04,0.15,0.11,0.13,5.42,5.42,5.4,,,,0,0,0,7.0,7.0,7.0,0.3
SUMS_cabe0,SMC,16.97397,-72.33834,B-E,19.6,0.06,19.38,0.08,19.43,0.06,19.767063684656456,0.074,19.3865260924053,0.055,19.50829879298842,0.049,19.952399283711124,0.158,0.08,0.09,0.14,0.47,0.48,0.41,0.21,0.23,0.1,0.04,0.03,0.03,1.77,1.77,1.8,2.0,2.0,2.0,1,1,1,7.0,4.0,8.0,1.4
SUMS_cacf6,SMC,16.99185,-72.29754,B-E,15.52,0.01,15.57,0.02,15.69,0.02,16.002063684656456,0.032,16.2425260924053,0.027,16.51429879298842,0.0289999999999999,17.307399283711124,0.0289999999999999,0.02,0.02,0.0,1.0,0.99,0.99,0.03,0.04,0.04,0.2,0.21,0.22,4.38,4.37,4.39,1.0,1.0,1.0,0,0,0,9.0,9.0,9.0,0.4
SUMS_cad09,SMC,16.99299,-72.21786999999998,B-E,19.37,0.08,19.18,0.15,19.51,0.1,19.625063684656457,0.067,19.320526092405306,0.035,19.56629879298842,0.04,20.283399283711127,0.076,0.07,,0.03,0.93,0.94,0.93,0.21,0.29,0.25,0.02,0.01,0.02,5.48,5.46,5.45,,,,0,0,0,2.0,1.0,4.0,4.5
SUMS_caed7,SMC,17.021025,-72.20104,B-E,19.05,0.06,19.07,0.08,19.28,0.06,18.976063684656456,0.072,19.018526092405303,0.039,19.20629879298842,0.042,19.957399283711126,0.122,0.08,0.04,0.16,0.6,0.54,0.49,0.1,0.11,0.12,0.01,0.02,0.02,1.34,1.35,1.33,2.0,2.0,2.0,1,1,1,6.0,2.0,6.0,1.7
SUMS_cb047,SMC,17.043764999999997,-72.32133,B-E,15.62,0.02,15.67,0.02,15.81,0.02,16.142063684656456,0.035,16.4305260924053,0.021,16.716298792988418,0.0289999999999999,17.538399283711126,0.0279999999999999,0.02,0.01,0.02,0.99,0.99,0.99,0.04,0.04,0.05,0.24,0.21,0.19,3.51,3.79,3.5,1.0,1.0,1.0,0,0,0,9.0,9.0,9.0,0.2
SUMS_cb23f,SMC,17.07855,-72.2223,B-E,18.62,0.04,18.63,0.06,18.73,0.05,18.671063684656456,0.045,18.698526092405302,0.031,18.93529879298842,0.038,19.59639928371113,0.047,0.09,0.09,0.08,0.99,0.99,0.99,0.07,0.08,0.07,0.04,0.05,0.02,6.95,6.98,6.95,,,,0,0,0,5.0,2.0,5.0,1.1
SUMS_cb378,SMC,17.107515,-72.14564,B-G,18.1,0.03,18.04,0.05,18.05,0.05,18.47506368465646,0.147,18.4035260924053,0.0409999999999999,18.52029879298842,0.07,19.35839928371113,0.127,0.32,0.02,0.02,0.28,0.29,0.31,0.08,0.24,0.13,0.06,0.07,0.08,1.18,1.2,1.08,2.0,2.0,2.0,1,1,1,5.0,3.0,5.0,
SUMS_cb427,SMC,17.12595,-72.1114,B-E,19.41,0.09,19.12,0.08,19.15,0.06,19.419063684656457,0.089,19.1095260924053,0.044,19.40129879298842,0.063,19.994399283711125,0.128,0.01,0.12,0.05,0.49,0.63,0.56,0.15,0.11,0.08,0.02,0.02,0.02,1.62,1.61,1.61,1.0,1.0,1.0,1,1,1,3.0,2.0,3.0,0.2
SUMS_cb4bb,SMC,17.14125,-72.2751,B-E,19.63,0.11,19.35,0.11,19.5,0.12,19.393063684656457,0.0559999999999999,19.294526092405302,,19.46829879298842,0.095,20.153399283711124,0.071,,,0.03,0.61,0.67,0.66,0.17,0.28,0.21,0.03,0.0,0.03,2.53,2.51,2.52,1.0,1.0,1.0,0,0,0,1.0,1.0,2.0,1.4
SUMS_cb6bc,SMC,17.198970000000003,-72.41474000000002,B-E,18.59,0.09,18.39,0.09,18.52,0.11,18.590063684656457,0.0409999999999999,18.6195260924053,0.03,18.79829879298842,0.035,19.569399283711125,0.046,,,,0.6,0.63,0.61,0.29,0.25,0.22,0.02,0.04,0.06,5.84,5.82,5.85,,,,0,0,0,1.0,1.0,1.0,3.2
SUMS_187d0,LMC,75.45237,-70.55528000000002,VB-G,19.59,0.11,19.39,0.12,19.22,0.1,20.081063684656456,0.088,19.2415260924053,0.062,19.364298792988414,0.0819999999999999,19.989399283711126,0.089,,,,0.11,0.13,0.15,0.28,0.19,0.22,0.04,0.03,0.01,2.7,2.74,2.7,3.0,3.0,3.0,0,0,0,1.0,1.0,1.0,1.1
SUMS_18e20,LMC,75.62420999999999,-68.8204,B-G,18.41,0.08,18.83,0.12,18.36,0.09,19.373063684656454,0.1,18.5305260924053,0.053,18.60829879298842,0.052,18.972399283711127,0.086,,,,0.79,0.67,0.69,0.05,0.11,0.08,0.01,0.01,0.0,2.38,2.4,2.39,2.0,2.0,2.0,1,1,1,1.0,1.0,1.0,
SUMS_19f4c,LMC,75.79587000000002,-68.96571,B-G,18.57,0.05,18.4,0.06,18.38,0.06,,,18.6195260924053,0.067,18.61229879298842,0.113,19.332399283711126,0.108,0.0,0.27,0.22,0.24,0.27,0.25,0.13,0.14,0.09,0.01,0.02,0.02,1.69,1.65,1.62,3.0,3.0,4.0,1,1,1,4.0,3.0,3.0,0.4
SUMS_19f7c,LMC,75.797505,-69.05824,B-G,18.45,0.09,18.12,0.09,18.2,0.09,18.797063684656457,0.078,18.291526092405302,0.0579999999999999,18.460298792988414,0.085,19.31439928371113,0.0819999999999999,,,,0.21,0.31,0.26,0.09,0.16,0.16,0.06,0.08,0.1,2.06,1.93,1.94,2.0,2.0,2.0,1,1,1,1.0,1.0,1.0,0.1
SUMS_19f7f,LMC,75.79755,-70.12913,B-E,16.78,0.04,17.01,0.04,16.84,0.03,17.122063684656457,0.07,17.2375260924053,0.037,17.35829879298842,0.031,17.869399283711125,0.062,0.04,0.02,0.01,0.95,0.83,1.0,0.04,0.07,0.03,0.2,0.13,0.19,2.28,2.21,5.71,1.0,1.0,,1,1,0,2.0,2.0,2.0,2.1
SUMS_1a088,LMC,75.806115,-70.31214,B-E,19.03,0.1,19.13,0.13,,,19.480063684656457,0.074,18.9435260924053,0.052,19.03229879298842,0.069,19.617399283711126,0.062,,,,0.54,0.54,,0.17,0.17,,0.08,0.05,,4.46,4.49,,1.0,1.0,,0,0,0,1.0,1.0,,0.4
SUMS_1a0f2,LMC,75.809325,-69.03001,B-G,19.26,0.15,,,19.08,0.17,20.065063684656455,0.115,19.3015260924053,0.147,19.248298792988415,0.152,19.675399283711126,0.17,,,,0.32,,0.33,0.16,,0.3,0.02,,0.02,2.38,,2.36,4.0,,4.0,1,0,1,1.0,,1.0,2.2
SUMS_1a492,LMC,75.838185,-70.42495,B-E,19.65,0.12,,,19.75,0.17,20.114063684656458,0.089,19.4495260924053,0.079,19.49929879298842,0.118,20.104399283711125,0.099,0.14,,,0.8,,0.81,0.28,,0.22,0.01,,0.02,5.77,,5.79,,,,0,0,0,2.0,,1.0,1.8
SUMS_1bcd1,LMC,75.99817499999997,-68.68016999999999,B-G,19.82,0.13,19.91,0.17,19.59,0.13,19.779063684656457,0.084,18.1565260924053,0.111,19.43829879298842,0.134,20.027399283711127,0.107,,,,0.94,0.89,0.91,0.17,0.13,0.12,0.05,0.04,0.07,3.68,3.7,3.71,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0,4.2
SUMS_1cd32,LMC,76.08821999999999,-69.01966,B-E,19.68,0.09,19.61,0.13,19.56,0.14,19.387063684656457,0.079,19.1885260924053,0.085,19.20329879298842,0.093,20.034399283711124,0.1119999999999999,0.1,0.18,0.03,0.51,0.53,0.58,0.12,0.18,0.06,0.01,0.01,0.01,2.56,2.57,2.58,3.0,3.0,3.0,0,0,0,7.0,4.0,4.0,0.9
SUMS_1dbfa,LMC,76.16775,-70.10942,VB-G,19.91,0.15,,,19.8,0.15,,,19.7645260924053,0.108,19.75029879298842,0.146,20.103399283711124,0.158,0.01,,0.03,0.19,,0.2,0.26,,0.23,0.02,,0.02,2.98,,2.97,4.0,,4.0,0,0,0,2.0,,3.0,7.7
SUMS_1dc75,LMC,76.17014999999998,-70.11095,VB-G,19.47,0.09,,,19.39,0.1,20.648063684656456,0.14,19.887526092405302,0.076,19.97929879298842,0.127,20.182399283711124,0.13,0.19,,0.04,0.2,,0.2,0.19,,0.18,0.01,,0.02,2.89,,2.91,3.0,,3.0,0,0,0,3.0,,3.0,5.7
SUMS_1dcd8,LMC,76.1721,-70.11049,B-G,18.98,0.07,,,18.97,0.09,19.514063684656456,0.127,18.8795260924053,0.045,18.98829879298842,0.063,19.461399283711124,0.076,0.12,,0.03,0.29,,0.26,0.21,,0.23,0.05,,0.04,2.75,,2.71,2.0,,2.0,0,0,0,2.0,,2.0,0.8
SUMS_1de35,LMC,76.180065,-69.02776,VB-G,19.38,0.07,19.41,,19.51,0.13,20.414063684656455,0.122,19.5405260924053,0.12,19.649298792988414,0.086,,,0.25,,0.1,0.15,0.14,0.11,0.18,0.26,0.21,0.02,0.01,0.01,2.59,2.61,2.59,1.0,1.0,1.0,0,0,0,7.0,1.0,4.0,7.5
SUMS_1e0cd,LMC,76.194645,-69.04014000000001,VB-E,17.43,0.03,17.58,0.03,17.65,0.03,18.017063684656456,0.065,18.2995260924053,0.036,18.55229879298842,0.055,19.341399283711127,0.064,0.04,0.02,0.04,0.78,0.75,0.72,0.05,0.09,0.06,0.07,0.07,0.09,3.4,3.41,3.41,3.0,3.0,3.0,0,0,0,9.0,9.0,8.0,40.1
SUMS_1e2fd,LMC,76.20859499999999,-69.09061,VB-E,19.7,0.12,19.81,,19.68,0.19,19.587063684656457,0.093,19.6105260924053,0.0559999999999999,19.59829879298842,0.067,20.178399283711126,0.102,0.12,,0.1,0.84,0.73,0.76,0.12,0.17,0.03,0.02,0.01,0.02,2.31,3.07,3.06,3.0,2.0,1.0,1,0,0,4.0,1.0,2.0,0.2
SUMS_1ea97,LMC,76.252995,-68.98788,B-G,19.92,0.12,19.55,0.17,19.6,0.12,19.767063684656456,0.096,19.2785260924053,0.143,19.38329879298842,0.1969999999999999,20.232399283711125,0.187,0.18,0.03,0.12,0.1,0.12,0.1,0.19,0.05,0.14,0.01,0.01,0.02,3.97,4.06,4.02,2.0,2.0,2.0,0,0,0,5.0,2.0,5.0,1.4
SUMS_1edde,LMC,76.27125,-70.15729,VB-G,19.34,0.06,18.94,0.1,19.44,0.08,20.349063684656457,,19.6915260924053,0.051,19.85529879298842,0.077,20.266399283711124,0.131,0.24,,0.34,0.18,0.08,0.18,0.07,0.29,-0.01,0.04,0.09,0.04,3.11,3.44,3.04,1.0,1.0,1.0,0,0,0,8.0,1.0,7.0,6.3
SUMS_1f2bb,LMC,76.29774,-68.79039,VB-E,19.15,0.05,19.31,0.08,19.44,0.09,20.051063684656455,0.1159999999999999,19.7205260924053,0.06,20.114298792988414,0.079,,,0.1,0.07,0.02,0.58,0.52,0.47,0.14,0.23,0.14,0.03,0.03,0.02,2.84,2.87,2.87,4.0,4.0,4.0,0,0,0,7.0,3.0,6.0,25.2
SUMS_1f9b7,LMC,76.34044499999997,-68.76051,VB-E,18.71,0.05,18.75,0.07,18.8,0.06,19.889063684656456,0.102,19.436526092405305,0.102,19.60829879298842,0.103,20.23339928371113,0.136,0.09,0.03,0.1,0.82,0.84,0.81,0.16,0.15,0.14,0.07,0.1,0.06,5.17,5.12,5.22,,,,0,0,0,4.0,2.0,5.0,1.8
SUMS_1fbee,LMC,76.35475500000001,-68.75676999999999,B-G,19.93,0.13,19.78,0.18,19.82,0.15,20.276063684656457,0.126,19.2545260924053,0.055,19.33729879298842,0.073,20.25039928371113,0.134,0.27,,0.08,0.16,0.15,0.14,0.02,0.23,0.19,0.02,0.0,0.01,2.68,2.7,2.67,2.0,2.0,2.0,0,0,0,2.0,1.0,2.0,1.0
SUMS_200e7,LMC,76.38225,-70.56746,B-G,19.7,0.18,,,19.73,0.19,20.180063684656457,0.103,19.652526092405303,0.075,19.59229879298842,0.066,19.992399283711126,0.081,,,0.1,0.27,,0.25,0.22,,0.18,0.01,,0.01,1.94,,1.87,1.0,,1.0,1,0,1,1.0,,2.0,6.3
SUMS_204a0,LMC,76.401585,-70.55717,VB-G,19.97,0.14,19.43,0.12,,,,,19.5145260924053,0.086,19.62229879298842,0.089,20.13439928371113,0.115,0.25,0.2,,0.31,0.43,,0.02,0.06,,0.01,0.02,,3.54,3.55,,3.0,3.0,,0,0,0,4.0,3.0,,1.9
SUMS_208b6,LMC,76.42239000000002,-70.58216999999998,B-G,19.6,0.11,19.29,0.13,18.88,0.12,20.027063684656454,0.086,19.1195260924053,0.064,19.18829879298842,0.096,19.714399283711124,0.074,0.33,0.32,0.08,0.08,0.1,0.13,0.15,0.26,0.22,0.01,0.01,0.02,2.7,2.72,2.65,5.0,4.0,4.0,0,0,0,4.0,2.0,2.0,6.7
SUMS_2097f,LMC,76.42570500000002,-70.63575,B-G,19.53,0.12,18.97,0.1,19.04,0.12,19.021063684656458,0.0579999999999999,18.649526092405303,0.052,18.81229879298842,0.048,19.561399283711125,0.0969999999999999,0.07,0.03,0.14,0.25,0.32,0.34,-0.03,0.16,0.04,0.04,0.04,0.03,3.29,3.32,3.31,3.0,3.0,3.0,0,0,0,2.0,2.0,2.0,0.7
SUMS_20acc,LMC,76.43193000000002,-70.55988,B-E,,,18.62,0.11,18.74,0.08,19.019063684656455,0.127,18.4935260924053,0.053,18.79829879298842,0.062,19.62839928371113,0.183,,,0.02,,0.63,0.57,,0.26,0.24,,0.01,0.02,,3.77,3.75,,2.0,2.0,0,0,0,,1.0,2.0,0.8
SUMS_20c85,LMC,76.44114,-70.50237,B-E,19.21,0.09,19.03,0.1,19.23,0.12,19.182063684656455,0.0819999999999999,18.6995260924053,0.05,18.931298792988414,0.053,19.696399283711123,0.083,0.08,0.08,0.05,0.45,0.56,0.54,0.17,0.21,0.12,0.02,0.02,0.02,2.59,2.58,2.57,3.0,3.0,3.0,0,0,0,3.0,2.0,2.0,0.8
SUMS_2107d,LMC,76.463475,-70.66609,VB-G,17.11,0.05,17.27,0.06,17.2,0.06,,,17.716526092405303,0.0819999999999999,17.928298792988425,0.118,18.54139928371113,0.146,,,,0.4,0.33,0.37,0.05,0.07,0.09,0.15,0.06,0.02,1.3,1.31,1.41,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.7
SUMS_21861,LMC,76.50825,-70.52759,VB-G,19.53,0.13,19.61,0.21,19.43,0.15,20.035063684656457,0.104,19.358526092405302,0.073,19.55129879298842,0.098,20.052399283711125,0.131,0.05,,0.04,0.12,0.09,0.12,0.19,0.27,0.19,0.02,0.01,0.02,3.37,3.37,3.38,3.0,3.0,3.0,0,0,0,2.0,1.0,2.0,2.5
SUMS_218f0,LMC,76.51140000000002,-68.61731999999999,B-G,19.13,0.08,,,18.9,0.1,19.671063684656456,0.1169999999999999,19.1215260924053,0.105,19.02029879298842,0.128,,,0.06,,,0.34,,0.37,0.23,,0.21,0.07,,0.11,3.39,,3.45,3.0,,3.0,0,0,0,2.0,,1.0,1.8
SUMS_22314,LMC,76.566855,-70.49719,VB-G,18.6,0.07,18.42,0.08,18.95,0.1,,,19.742526092405303,0.1669999999999999,19.36829879298842,0.133,20.090399283711125,0.103,0.14,0.12,0.1,0.5,0.48,0.42,0.08,0.11,0.08,0.13,0.09,0.09,3.79,2.38,2.38,1.0,2.0,2.0,0,1,1,3.0,2.0,4.0,0.4
SUMS_22571,LMC,76.58148,-70.48949,VB-G,19.24,0.1,19.12,0.18,19.1,0.11,21.092063684656456,0.192,19.4675260924053,0.092,19.42929879298842,0.111,20.196399283711123,0.096,0.08,,0.08,0.2,0.19,0.21,0.19,0.24,0.21,0.02,0.03,0.01,3.21,3.26,3.22,4.0,4.0,4.0,0,0,0,3.0,1.0,3.0,0.5
SUMS_22fea,LMC,76.64463,-68.58958,VB-G,19.84,0.16,20.03,,19.53,0.16,20.219063684656454,0.115,19.541526092405302,0.081,19.97629879298842,0.095,20.555399283711125,,,,,0.28,0.22,0.32,0.06,0.17,0.05,0.02,0.01,0.02,2.57,2.56,2.55,3.0,3.0,3.0,0,0,0,1.0,1.0,1.0,0.9
SUMS_22feb,LMC,76.64466,-70.48949,VB-G,19.32,0.11,19.34,0.14,19.2,0.11,20.395063684656456,0.108,19.404526092405305,0.067,19.32629879298842,0.061,19.932399283711124,0.091,0.05,0.0,0.24,0.32,0.32,0.33,0.15,0.21,0.06,0.01,0.03,0.02,2.85,2.86,2.85,2.0,2.0,2.0,0,0,0,4.0,3.0,4.0,2.0
SUMS_23d1a,LMC,76.71987,-69.15874000000001,VB-G,18.69,0.04,18.44,0.06,18.46,0.06,19.662063684656456,0.1369999999999999,18.666526092405302,0.089,18.90829879298842,0.13,19.66039928371113,0.144,0.33,0.42,0.21,0.31,0.37,0.32,0.23,0.24,0.22,0.03,0.04,0.04,1.31,1.31,1.32,3.0,3.0,3.0,1,1,1,7.0,3.0,4.0,0.4
